URL, number of outlinks
http://item.gmarket.co.kr/Item?goodscode=2245367944&ver=637813092833651547, 61
http://item.gmarket.co.kr/Item?goodscode=1579106890&ver=637813092552968799, 80
http://item.gmarket.co.kr/Item?goodscode=1668019106&ver=637813092754031988, 50
http://item.gmarket.co.kr/Item?goodscode=1858454161&ver=637813092894923173, 75
http://item.gmarket.co.kr/Item?goodscode=2119499642&ver=637813093117856024, 62
http://item.gmarket.co.kr/Item?goodscode=776582823&ver=637813092919075938, 69
http://item.gmarket.co.kr/Item?goodsCode=2311374772, 65
http://item.gmarket.co.kr/Item?goodsCode=1630607453, 56
https://www.gmarket.co.kr/ javascript:adReport('A23R4S520293296');checkAdLink('520293296','http:/item.gmarket.co.kr/Item?goodscode=1883181245&amp;ver=637813092754031988','','2','AdCheckForm') , 2
http://item.gmarket.co.kr/Item?goodscode=2353671184&ver=637813093150680909, 63
http://item.gmarket.co.kr/Item?goodscode=915972518, 57
http://item.gmarket.co.kr/Item?goodscode=2020654208&ver=637813092919075938, 79
http://item.gmarket.co.kr/Item?goodscode=2020654208&ver=637813093150680909, 79
http://item.gmarket.co.kr/Item?goodscode=989165626&ver=637813093023286984, 79
http://item.gmarket.co.kr/Item?goodscode=1873915628&ver=637813092833472981, 66
http://item.gmarket.co.kr/Item?goodscode=2013999348&ver=637813093023286984, 52
http://item.gmarket.co.kr/Item?goodscode=1232319673&ver=637813092978660066, 60
http://item.gmarket.co.kr/Item?goodscode=1284344651&ver=637813092936601114, 66
http://item.gmarket.co.kr/Item?goodscode=2344280813, 60
http://item.gmarket.co.kr/Item?goodscode=2124037168&ver=637813092833651547, 64
http://item.gmarket.co.kr/Item?goodscode=1787129853&ver=637813092685248827, 66
http://item.gmarket.co.kr/Item?goodscode=1655241628&ver=637813092833160921, 56
http://item.gmarket.co.kr/Item?goodscode=2331969008&ver=637813093172652400, 80
http://item.gmarket.co.kr/Item?goodscode=2251299253&ver=637813093042881048, 77
https://www.gmarket.co.kr/#comp_12406101, 350
http://item.gmarket.co.kr/Item?goodscode=1101182286&ver=637813092552344864, 57
http://item.gmarket.co.kr/Item?goodscode=1778362254&ver=637813092569600685, 50
https://www.gmarket.co.kr/ javascript:adReport('A23R12S520293304');checkAdLink('520293304','http:/item.gmarket.co.kr/Item?goodscode=1400740142&amp;ver=637813092685238876','','2','AdCheckForm') , 2
http://item.gmarket.co.kr/Item?goodscode=2020654208&ver=637813092833160921, 79
http://corners.gmarket.co.kr/ExpressShop/Category?sellerId=gsfresh300&CategoryCode=1000019, 90
http://item.gmarket.co.kr/Item?goodscode=2345808336&ver=637813092530640137, 67
http://item.gmarket.co.kr/Item?goodscode=1992313548, 69
http://item.gmarket.co.kr/Item?goodsCode=1880124936, 75
http://item.gmarket.co.kr/Item?goodscode=363495418, 70
http://item.gmarket.co.kr/Item?goodscode=2255718311&ver=637813092919075938, 64
http://browse.gmarket.co.kr/list?category=200000021, 207
http://item.gmarket.co.kr/Item?goodscode=2359319810, 58
http://item.gmarket.co.kr/Item?goodscode=2306687291, 64
http://item.gmarket.co.kr/Item?goodscode=2094556088&ver=637813093172753570, 88
http://item.gmarket.co.kr/Item?goodscode=2266330644&ver=637813093065850417, 67
http://item.gmarket.co.kr/Item?goodscode=1787407657, 70
http://item.gmarket.co.kr/Item?goodscode=1895881134&ver=637813092685228894, 76
http://item.gmarket.co.kr/Item?goodscode=2363606297&ver=637813093172652400, 76
https://www.gmarket.co.kr/ javascript:adReport('A23R14S520293306');checkAdLink('520293306','http:/item.gmarket.co.kr/Item?goodscode=976644962&amp;ver=637813092978660066','','2','AdCheckForm') , 2
https://www.gmarket.co.kr/skstoa/List?Category=100000003&DisplayType=None&SortType=None, 2
https://www.gmarket.co.kr/shinsegae9/About, 2
http://item.gmarket.co.kr/Item?goodscode=2166658347&ver=637813092562568879, 85
http://item.gmarket.co.kr/Item?goodscode=2353850578, 59
http://item.gmarket.co.kr/Item?goodscode=806338693&ver=637813092957253450, 59
http://item.gmarket.co.kr/Item?goodscode=1577525154&ver=637813092754031988, 65
http://item.gmarket.co.kr/Item?goodscode=2353746026&ver=637813092565001194, 56
http://item.gmarket.co.kr/Item?goodscode=2252690022, 74
http://item.gmarket.co.kr/Item?goodscode=2236030427, 80
http://browse.gmarket.co.kr/list?category=300029594, 147
https://www.gmarket.co.kr/shinsegae9/List?Category=100000043&DisplayType=None&SortType=None, 2
https://www.gmarket.co.kr/lottetv1, 5
http://item.gmarket.co.kr/Item?goodsCode=1273999051, 34
http://corners.gmarket.co.kr/ExpressShop/Category?sellerId=gsfresh300&CategoryCode=2000072, 59
http://item.gmarket.co.kr/Item?goodsCode=2354818851, 59
http://item.gmarket.co.kr/Item?goodscode=1579104167&ver=637813092907225346, 80
https://www.gmarket.co.kr/#hot, 349
http://item.gmarket.co.kr/Item?goodscode=1124083462&ver=637813092564844972, 51
http://item.gmarket.co.kr/Item?goodscode=2196780219&ver=637813092907516392, 57
http://item.gmarket.co.kr/Item?goodscode=1386054867&ver=637813093117856024, 64
https://www.gmarket.co.kr/skstoa/List?Category=100000058&DisplayType=None&SortType=None, 2
http://item.gmarket.co.kr/Item?goodscode=2078949992&ver=637813092530640137, 64
http://item.gmarket.co.kr/Item?goodscode=2353855722, 60
http://item.gmarket.co.kr/Item?goodscode=1923928538, 66
http://item.gmarket.co.kr/Item?goodscode=1899276489&ver=637813092862202480, 80
http://item.gmarket.co.kr/Item?goodscode=2356723101, 59
http://item.gmarket.co.kr/Item?goodscode=2036837747, 62
http://item.gmarket.co.kr/Item?goodscode=1155331035&ver=637813093150680909, 57
http://item.gmarket.co.kr/Item?goodscode=2012965079, 70
http://item.gmarket.co.kr/Item?goodscode=1844369428, 56
http://item.gmarket.co.kr/Item?goodsCode=2356763107, 59
http://item.gmarket.co.kr/Item?goodscode=1676697261&ver=637813092861912130, 66
http://item.gmarket.co.kr/Item?goodscode=1708158241, 56
http://item.gmarket.co.kr/Item?goodscode=1177923597, 66
https://www.gmarket.co.kr/n/smiledelivery/category?categoryCode=1000003, 207
http://item.gmarket.co.kr/Item?goodscode=1155331035&ver=637813092547813132, 57
http://item.gmarket.co.kr/Item?goodscode=2246140122, 57
http://item.gmarket.co.kr/Item?goodscode=2255718311&ver=637813093117856024, 64
http://item.gmarket.co.kr/Item?goodscode=992620814&ver=637813092798902601, 72
http://item.gmarket.co.kr/Item?goodscode=1873202074, 70
http://item.gmarket.co.kr/Item?goodscode=2363338674&ver=637813093117710320, 59
http://item.gmarket.co.kr/Item?goodscode=2091431628&ver=637813092833472981, 76
http://item.gmarket.co.kr/Item?goodscode=2091431628&ver=637813092833294879, 76
http://item.gmarket.co.kr/Item?goodscode=2234353887&ver=637813092919126840, 49
http://item.gmarket.co.kr/Item?goodscode=2270884609, 62
https://www.gmarket.co.kr/galleria5/List?Category=100000033&DisplayType=None&SortType=None, 2
https://www.gmarket.co.kr/#comp_11700637, 349
http://item.gmarket.co.kr/Item?goodscode=2346670281, 74
http://item.gmarket.co.kr/Item?goodscode=2356544077&ver=637813092685224427, 59
http://item.gmarket.co.kr/Item?goodscode=1715113957, 79
http://item.gmarket.co.kr/Item?goodscode=1232319673&ver=637813092907225346, 60
http://item.gmarket.co.kr/Item?goodscode=2063775377&ver=637813092562568879, 76
http://item.gmarket.co.kr/Item?goodscode=1879146175, 63
http://item.gmarket.co.kr/Item?goodscode=1780129202&ver=637813093087855327, 67
https://www.gmarket.co.kr/ javascript:adReport('A23R7S520293299');checkAdLink('520293299','http:/item.gmarket.co.kr/Item?goodscode=2326819758&amp;ver=637813092562568879','','2','AdCheckForm') , 2
https://www.gmarket.co.kr/cjosplus/List?Category=100000043&DisplayType=None&SortType=None, 2
http://minishop.gmarket.co.kr/lusolfood, 48
http://item.gmarket.co.kr/Item?goodscode=962002144&ver=637813092751194970, 82
http://item.gmarket.co.kr/Item?goodscode=2210103518, 57
http://item.gmarket.co.kr/Item?goodscode=2258385439&ver=637813093150680909, 62
http://tour.gmarket.co.kr, 112
http://item.gmarket.co.kr/Item?goodscode=2234353887&ver=637813092751194970, 49
http://item.gmarket.co.kr/Item?goodscode=1654805524&ver=637813092957005873, 56
http://item.gmarket.co.kr/Item?goodscode=2204263671, 83
http://item.gmarket.co.kr/Item?goodscode=1579104167&ver=637813092907516392, 80
https://www.gmarket.co.kr/gsshoplive/List?Category=100000107&DisplayType=None&SortType=None, 2
https://www.gmarket.co.kr/hdepart01/List?Category=100000097&DisplayType=None&SortType=None, 2
http://item.gmarket.co.kr/Item?goodscode=2230296616&ver=637813092957113440, 52
http://item.gmarket.co.kr/Item?goodscode=1232319673&ver=637813092907516392, 60
http://item.gmarket.co.kr/Item?goodscode=770600321&ver=637813093023009823, 70
http://item.gmarket.co.kr/Item?goodscode=1155331035&ver=637813092882827979, 57
http://item.gmarket.co.kr/Item?goodscode=2091431628&ver=637813092685248827, 76
http://item.gmarket.co.kr/Item?goodscode=2051261528&ver=637813092936601114, 79
http://item.gmarket.co.kr/Item?goodscode=1762550546, 62
http://item.gmarket.co.kr/Item?goodscode=2353746026&ver=637813092776877274, 56
http://item.gmarket.co.kr/Item?goodscode=1672776475, 0
http://item.gmarket.co.kr/Item?goodscode=1894429050&ver=637813092859390821, 64
http://item.gmarket.co.kr/Item?goodsCode=2361517194, 60
http://item.gmarket.co.kr/Item?goodscode=2171623650&ver=637813092833472981, 67
http://item.gmarket.co.kr/Item?goodscode=1714356159, 57
http://item.gmarket.co.kr/Item?goodscode=1888318506, 68
http://item.gmarket.co.kr/Item?goodscode=1568228680&ver=637813092717922987, 77
http://corners.gmarket.co.kr/ExpressShop/Category?categoryCode=1002003, 94
http://item.gmarket.co.kr/Item?goodscode=1568228680&ver=637813093117856024, 77
http://item.gmarket.co.kr/Item?goodscode=1703168286&ver=637813092565001194, 79
http://item.gmarket.co.kr/Item?goodscode=2326993367, 70
https://www.gmarket.co.kr/ javascript:adReport('A23R10S520293302');checkAdLink('520293302','http:/item.gmarket.co.kr/Item?goodscode=2165511061&amp;ver=637813092685238876','','2','AdCheckForm') , 2
http://item.gmarket.co.kr/Item?goodscode=770600321&ver=637813092562568879, 70
http://item.gmarket.co.kr/Item?goodscode=2098226446&ver=637813092919075938, 80
http://signin.gmarket.co.kr/LogIn/LogIn?url=http://minishop.gmarket.co.kr/sandamall2017, 7
http://item.gmarket.co.kr/Item?goodscode=1942688061&ver=637813092859390821, 57
