URL, number of outlinks
https://www.tudn.com/boxeo/kell-brook-se-anota-un-tko-sobre-amir-khan-en-manchester-video, 71
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-juegazo-rayados-le-arrebata-empate-al-campeon-video, 67
https://www.tudn.com/futbol/liga-mx/fc-juarez-vs-tigres-liga-mx-clausura-2022-02-25, 55
https://www.tudn.com/futbol/uefa-champions-league/cerca-edson-alvarez-disparo-que-se-estrella-en-el-poste-video-4, 71
https://www.tudn.com/nba, 88
https://www.tudn.com/boxeo/gennady-golovkin-considera-fraude-al-canelo-video, 71
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-el-campeon-atlas-se-impone-y-tunde-al-america-video, 67
https://www.tudn.com/futbol/mexico/resultados, 74
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-cruz-azul-rescato-agonico-empate-ante-tuzos-video, 67
https://www.tudn.com/futbol/jugadores/carlos-vela, 93
https://www.tudn.com/futbol/liga-de-expansion-mx, 70
https://www.tudn.com/mlb, 89
https://www.tudn.com/futbol/liga-campeones-concacaf/carlos-acevedo-acepta-preocupacion-santos-tras-eliminacion-concacaf-liga-campeones-se-nos-da-nada, 66
https://www.tudn.com/futbol/liga-campeones-concacaf/gol-anota-para-comunicaciones-alexander-larin-video, 68
https://www.tudn.com/futbol/uefa-champions-league/resumen-manchester-united-rescata-un-valioso-1-1-en-cancha-del-atleti-video, 71
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-crisis-pachuca-pone-en-jaque-al-america-de-solari-video, 67
https://www.tudn.com/futbol/liga-mx/pumas-unam, 74
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-el-renovado-cruz-azul-atropello-a-xolos-video, 67
https://www.tudn.com/futbol/mls/comisionado-don-garber-inicio-temporada-2022-mls-las-vegas-expansion-charlotte-fc-transferencias-internacionales, 71
https://www.tudn.com/futbol/liga-campeones-concacaf/resultados, 74
https://www.tudn.com/futbol/uefa-champions-league/nada-definido-juventus-y-villarreal-dejan-todo-para-vuelta-tras-un-1-1-video, 70
https://www.tudn.com/futbol/liga-mx/liga-mx-en-360º-cruz-azul-vapulea-a-toluca-y-le-quita-el-invicto-video, 67
https://www.tudn.com/boxeo/ryan-garcia-habla-de-su-terrible-depresion-en-boxeo-quise-quitarme-la-vida, 63
https://www.tudn.com/futbol/liga-mx/divididas-las-opiniones-en-chivas-sobre-la-continuidad-de-michel-leano-video, 67
https://www.tudn.com/futbol/uefa-champions-league/hector-herrera-califica-de-amargo-empate-atletico-de-madrid-manchester-united, 66
https://www.tudn.com/futbol/liga-campeones-concacaf/gol-anota-para-cf-montreal-djordje-mihailovic-video, 69
https://www.tudn.com/futbol/mls/equipos, 79
https://www.tudn.com/futbol/liga-campeones-concacaf/gol-anota-para-new-york-city-fc-talles-magno-video, 69
https://www.tudn.com/futbol/uefa-champions-league/cabezazo-letal-marquinhos-se-anticipa-y-cruza-para-el-1-0-del-psg-video, 70
https://www.tudn.com/futbol/mls/la-mls-no-quiere-a-neymar-si-piensa-retirarse-en-la-liga-estadounidense-video, 68
https://www.tudn.com/archivo/2011, 72
https://www.tudn.com/tenis, 92
https://www.tudn.com/futbol/la-liga/atletico-de-madrid, 74
https://www.tudn.com/boxeo/ggg-acusa-de-fraude-al-canelo-y-asegura-le-gano-combates-que-sostuvieron, 65
https://www.tudn.com/futbol/mls/quien-es-jugador-mas-caro-major-league-soccer-thiago-almada, 69
https://www.tudn.com/futbol/liga-campeones-concacaf/cerca-jonathan-lewis-disparo-que-se-estrella-en-el-poste-video, 68
https://www.tudn.com/futbol/uefa-champions-league/gol-anota-para-atletico-de-madrid-joao-felix-video-4, 69
https://www.tudn.com/futbol/liga-mx/rayados-reprueba-actos-manifestaciones-violentos-fans-encararon-jugadores, 67
https://www.tudn.com/futbol/mls/lo-quieren-si-o-si-el-contrato-que-houston-dynamo-ofrece-a-hh-video, 68
https://www.tudn.com/futbol/uefa-europa-league/rangers-vs-borussia-dortmund-uefa-europa-league-2022-02-24, 58
https://www.tudn.com/futbol/liga-campeones-concacaf/gol-anota-para-comunicaciones-jorge-aparicio-video, 68
https://www.tudn.com/futbol/liga-campeones-concacaf/tiro-atajado-disparo-por-michael-barrios-video-1, 68
https://www.tudn.com/futbol/uefa-champions-league/estadisticas, 66
https://www.tudn.com/futbol/liga-campeones-concacaf/ariel-holan-sobre-recuperacion-angel-mena-vamos-acelerando-su-regreso, 65
https://www.tudn.com/futbol/uefa-europa-league/sporting-braga-vs-sheriff-tiraspol-uefa-europa-league-2022-02-24, 58
https://www.tudn.com/boxeo/jaime-munguia-sufre-desmayo-tras-ceremonia-pesaje-en-tijuana-pelea-dimitrius-ballard, 62
https://www.tudn.com/futbol/concacaf-mundial-eliminatorias/gol-tecatito-mexico-empata-panama-octagonal-final-concacaf-rumbo-mundial-qatar-2022, 72
https://www.tudn.com/boxeo/canelo-calma-rumores-sobre-su-futuro-no-le-mientan-a-la-gente-video, 71
https://www.tudn.com/nfl, 71
https://www.tudn.com/nfl/datos-expres-verte-todo-experto-nfl-super-bowl-lvi, 69
https://www.tudn.com/futbol/liga-mx/exjugadores-del-america-dan-las-claves-para-salir-del-mal-momento-video, 67
https://www.tudn.com/futbol/mexico/resumen-gran-resultado-tico-mexico-no-pudo-anotar-en-el-azteca-video, 68
https://www.tudn.com/futbol/liga-mx/xolos-presume-defensa-multicampeon-en-portugal-y-en-argentina-liga-mx, 66
https://www.tudn.com/futbol/uefa-champions-league/benfica-empate-ajax-edson-alvarez-cerca-anotar, 68
https://www.tudn.com/zona-futbol-todos-los-partidos-de-la-champions-league-en-un-solo-streaming-livestream, 52
https://www.tudn.com/futbol/uefa-champions-league/cerca-antoine-griezmann-disparo-que-se-estrella-en-el-poste-video-2, 71
https://www.tudn.com/futbol/mls/la-galaxy, 75
https://www.tudn.com/futbol/bromitas-guardado-el-mexicano-pone-el-color-en-el-betis-video, 70
https://www.tudn.com/futbol/liga-mx/paul-arriola-mantendra-mls-queda-descartado-america, 69
https://www.tudn.com/futbol/mls/chicago-fire, 74
https://www.tudn.com/boxeo/jaime-munguia-se-desmaya-tras-dar-el-peso-en-tijuana-video, 71
https://www.tudn.com/futbol/uefa-europa-league/real-betis-vs-zenit-st-petersburg-uefa-europa-league-2022-02-24, 58
https://www.tudn.com/futbol/mexico/salon-de-leyendas, 93
https://www.tudn.com/futbol/uefa-champions-league/resumen-benficavsajax-yt-video, 71
https://www.tudn.com/futbol/liga-mx/el-mal-paso-de-rayados-justifica-que-aficionados-encaren-a-jugadores-video, 67
https://www.tudn.com/futbol/liga-de-expansion-mx/mejores-goles-y-atajadas-de-la-liga-de-expansion-mx-en-la-fecha-8-video, 71
https://www.tudn.com/boxeo/julio-cesar-chavez-jr-rechazo-ser-entrenado-eddy-reynoso, 64
https://www.tudn.com/futbol/liga-campeones-concacaf/tiro-atajado-disparo-por-juan-ignacio-dinenno-video, 71
https://www.tudn.com/futbol/uefa-champions-league/gol-anota-para-atletico-de-madrid-joao-felix-video-8, 69
https://www.tudn.com/futbol/liga-mx/christian-tabo-baja-cruz-azul-recupera-angel-romero-concacaf, 70
https://www.tudn.com/futbol/mexico/detras-del-gol, 95
https://www.tudn.com/futbol/liga-campeones-concacaf/gol-anota-para-comunicaciones-jose-contreras-video, 68
https://www.tudn.com/futbol/concacaf-mundial-eliminatorias/goles-hector-moreno-raul-jimenez-mexico-vence-el-salvador-en-cuscatlan-lider-octagonal-concacaf, 74
https://www.tudn.com/futbol/liga-mx/monterrey-vs-atletico-san-luis-liga-mx-clausura-2022-02-26, 55
https://www.tudn.com/nfl-inicio/tom-brady-sera-actor-productor-hollywood-tras-su-retiro, 63
https://www.tudn.com/futbol/mexico/hermanas-silvana-tatiana-flores-convocadas-seleccion-mexicana-femenil-sub-20, 66
https://www.tudn.com/futbol/liga-campeones-concacaf/tiro-atajado-disparo-por-fernando-gorriaran-video, 71
https://www.tudn.com/futbol/uefa-champions-league/tiro-atajado-disparo-por-antony-video-7, 71
https://www.tudn.com/futbol/liga-campeones-concacaf/cerca-denilson-mason-disparo-que-se-estrella-en-el-poste-video, 71
https://www.tudn.com/futbol/liga-mx/para-calentar-seis-verdaderos-golazos-entre-pumas-y-america-video, 67
